Title,Description,Published At,URL,text,Manual Bias
"Jagan exploited volunteers for political mileage before betraying them without any livelihood guarantee, laments Nadendla Manohar","A majority of the youths employed by Mr. Jagan was Ward & Village volunteers; Mr. Jagan went to the general elections without renewing their term, says Mr. Manohar",2025-03-11T15:08:59+00:00,https://www.thehindu.com/news/national/andhra-pradesh/jagan-exploited-volunteers-for-political-mileage-before-betraying-them-without-any-livelihood-guarantee-laments-nadendla-manohar/article69317895.ece,"Jagan exploited volunteers for political mileage before betraying them without any livelihood guarantee, laments Nadendla Manohar. A majority of the youths employed by Mr. Jagan was Ward & Village volunteers; Mr. Jagan went to the general elections without renewing their term, says Mr. Manohar",Left-wing
High Court quashes election campaign case against BJP MP Raghunandan Rao,High Court quashes election campaign case against BJP MP Raghunandan Rao,2025-03-11T15:08:04+00:00,https://www.thehindu.com/news/national/telangana/high-court-quashes-election-campaign-case-against-bjp-mp-raghunandan-rao/article69317920.ece,High Court quashes election campaign case against BJP MP Raghunandan Rao. High Court quashes election campaign case against BJP MP Raghunandan Rao,Right-wing
Mandya horticultural university was created under pressure from elected representatives: Minister,Mandya horticultural university was created under pressure from elected representatives: Minister,2025-03-11T15:07:42+00:00,https://www.thehindu.com/news/national/karnataka/mandya-horticultural-university-was-created-under-pressure-from-elected-representatives-minister/article69317852.ece,Mandya horticultural university was created under pressure from elected representatives: Minister. Mandya horticultural university was created under pressure from elected representatives: Minister,Neutral
‘Gradual disengagement’ with NIRDPR being considered: Union Government,‘Gradual disengagement’ with NIRDPR being considered: Union Government,2025-03-11T15:07:21+00:00,https://www.thehindu.com/news/national/telangana/gradual-disengagement-with-nirdpr-being-considered-union-government/article69317464.ece,‘Gradual disengagement’ with NIRDPR being considered: Union Government. ‘Gradual disengagement’ with NIRDPR being considered: Union Government,Neutral
Law and order will be maintained as long as NDA is in power: Naidu,“No personal vendetta in my political career”,2025-03-11T14:42:33+00:00,https://www.thehindu.com/news/national/andhra-pradesh/law-and-order-will-be-maintained-as-long-as-nda-is-in-power-naidu/article69317901.ece,Law and order will be maintained as long as NDA is in power: Naidu. “No personal vendetta in my political career”,Right-wing
Parliamentary panel to launch website to invite suggestions on simultaneous polls,BJP leader P.P. Chaudhary said a presentation of the website was organised for panel members and the Committee will also issue an advertisement inviting memoranda from across the country on simultaneous elections,2025-03-11T13:53:45+00:00,https://www.thehindu.com/news/national/parliamentary-panel-to-launch-website-to-invite-suggestions-on-simultaneous-polls/article69317690.ece,Parliamentary panel to launch website to invite suggestions on simultaneous polls. BJP leader P.P. Chaudhary said a presentation of the website was organised for panel members and the Committee will also issue an advertisement inviting memoranda from across the country on simultaneous elections,Neutral
Praja Arogya Vedika opposes government’s PPP model for medical colleges,The NGO said privatisation of medical education will compromise people’s Right to Health and lead to increased costs,2025-03-11T13:51:34+00:00,https://www.thehindu.com/news/national/andhra-pradesh/praja-arogya-vedika-opposes-governments-ppp-model-for-medical-colleges/article69317707.ece,Praja Arogya Vedika opposes government’s PPP model for medical colleges. The NGO said privatisation of medical education will compromise people’s Right to Health and lead to increased costs,Left-wing
Sivaganga CEO suspends two government school teachers,Sivaganga CEO suspends two government school teachers,2025-03-11T13:37:51+00:00,https://www.thehindu.com/news/cities/Madurai/sivaganga-ceo-suspends-two-government-school-teachers/article69317336.ece,Sivaganga CEO suspends two government school teachers. Sivaganga CEO suspends two government school teachers,Neutral
"Government bans J&K’s Awami Action Committee, Jammu and Kashmir Ittihadul Muslimeen for 5 years","Considering all the facts available, the MHA declared both groups outlawed for five years under the Unlawful Activities (Prevention) Act, 1967, according to the notifications.",2025-03-11T13:11:43+00:00,https://www.thehindu.com/news/national/government-bans-jks-awami-action-committee-jammu-and-kashmir-ittihadul-muslimeen-for-5-years/article69317540.ece,"Government bans J&K’s Awami Action Committee, Jammu and Kashmir Ittihadul Muslimeen for 5 years. Considering all the facts available, the MHA declared both groups outlawed for five years under the Unlawful Activities (Prevention) Act, 1967, according to the notifications.",Right-wing
Macherla gets ₹600 crore under Jal Jeevan Mission: TDP MLA,"Macherla town also needed funds for drinking water and the State government assured to provide them, the Legislator said",2025-03-11T12:37:57+00:00,https://www.thehindu.com/news/national/andhra-pradesh/macherla-gets-600-crore-under-jal-jeevan-mission-tdp-mla/article69316454.ece,"Macherla gets ₹600 crore under Jal Jeevan Mission: TDP MLA. Macherla town also needed funds for drinking water and the State government assured to provide them, the Legislator said",Neutral
Government issues safety guidelines for homestay and resort-owners after Hampi incident,"If homestay or resort owners want to take their domestic or international guests to the outskirts or deserted places, they should inform the jurisdictional police and obtain their permission, says the guideline",2025-03-11T12:11:57+00:00,https://www.thehindu.com/news/national/karnataka/government-issues-safety-guidelines-for-homestay-and-resort-owners-after-hampi-incident/article69317173.ece,"Government issues safety guidelines for homestay and resort-owners after Hampi incident. If homestay or resort owners want to take their domestic or international guests to the outskirts or deserted places, they should inform the jurisdictional police and obtain their permission, says the guideline",Neutral
"Railways need to roll out innovative policies to attract private investment, say experts",Experts say policies ensuring economic viability and fixed return on investment can be game changers,2025-03-11T12:05:04+00:00,https://www.businesstoday.in/industry/infra/story/railways-need-to-roll-out-innovative-policies-to-attract-private-investment-say-experts-467582-2025-03-11?utm_source=rssfeed,"Railways need to roll out innovative policies to attract private investment, say experts. Experts say policies ensuring economic viability and fixed return on investment can be game changers",Neutral
"India, U.S. to increase market access, cut tariff, non-tariff barriers, says government","In a written reply to the Lok Sabha, Minister of State for Commerce and Industry Jitin Prasada said that as on date, reciprocal tariffs have not been imposed by the U.S. on India.",2025-03-11T10:23:10+00:00,https://www.thehindu.com/news/national/india-us-to-increase-market-access-cut-tariff-non-tariff-barriers-says-government/article69316851.ece,"India, U.S. to increase market access, cut tariff, non-tariff barriers, says government. In a written reply to the Lok Sabha, Minister of State for Commerce and Industry Jitin Prasada said that as on date, reciprocal tariffs have not been imposed by the U.S. on India.",Neutral
Parliamentary proceedings: Rajya Sabha witnesses uproar over Kharge's unparliamentary expression,"Kharge immediately apologised for his comments, and also clarified that it was not meant for the Chair but for government policies",2025-03-11T10:09:59+00:00,https://www.thehindu.com/news/national/parliamentary-proceedings-rajya-sabha-witnesses-uproar-over-kharges-unparliamentary-expression/article69316842.ece,"Parliamentary proceedings: Rajya Sabha witnesses uproar over Kharge's unparliamentary expression. Kharge immediately apologised for his comments, and also clarified that it was not meant for the Chair but for government policies",Neutral
